Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
eliasbaixas_bamboo,bamboo.dht,StorageTree,StorageTree,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,StorageTree,main,Complex Method,Cyclomatic complexity of the method is 11
eliasbaixas_bamboo,bamboo.dht,StorageTree,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,StorageTree,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,StorageTree,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,StorageTree,main,Magic Number,The method contains a magic number: 500
eliasbaixas_bamboo,bamboo.dht,StorageTree,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,StorageTree,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,StorageTree,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Node,compute_min_free,Complex Conditional,The conditional expression ((index < branching - 1) && (child.low > children[index + 1].low)) || (!child.valid) is complex.
eliasbaixas_bamboo,bamboo.dht,Node,compute_min_free,Complex Method,Cyclomatic complexity of the method is 8
eliasbaixas_bamboo,bamboo.dht,Node,accept_put,Complex Conditional,The conditional expression valid && (low >= now) && (high <= exp) is complex.
eliasbaixas_bamboo,bamboo.dht,Node,add_put,Complex Conditional,The conditional expression valid && (low >= now) && (high <= exp) is complex.
eliasbaixas_bamboo,bamboo.dht,IonTree,rotate_left,Long Statement,The length of the statement "return new Node(n.offset`new Node(0`n.left`new Node(n.right.left`n.right.offset))`new Node(n.right.right`n.right.offset));" is 122.
eliasbaixas_bamboo,bamboo.dht,IonTree,balance,Complex Conditional,The conditional expression (n == null) || n.leaf() || n.balanced() is complex.
eliasbaixas_bamboo,bamboo.dht,IonTree,add_put,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.dht,IonTree,shift_time,Complex Conditional,The conditional expression (n.leaf()) && (n.value == 0) && (n.offset == 0) is complex.
eliasbaixas_bamboo,bamboo.dht,IonTree,main,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,IonTree,main,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,IonTree,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,IonTree,main,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,IonTree,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,IonTree,main,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,IonTree,main,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,IonTree,main,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,XmlRpcTest,main,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,XmlRpcTest,main,Magic Number,The method contains a magic number: 64
eliasbaixas_bamboo,bamboo.dht,XmlRpcTest,main,Magic Number,The method contains a magic number: 120
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Long Statement,The length of the statement "logger.info("Doing a put: size=" + put.value.value.length + " key=0x"+ print_bytes(put.key.value`0`4)+ "ttl_sec="+ put.ttl_sec);" is 128.
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Long Statement,The length of the statement "logger.warn("Put timed out: size=" + put.value.value.length + " key=0x"+ print_bytes(put.key.value`0`20)+ "ttl_sec="+ put.ttl_sec);" is 131.
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Complex Method,Cyclomatic complexity of the method is 8
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 5
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Long Statement,The length of the statement "logger.info("Put failed: size=" + put.value.value.length + " key="+ print_bytes(put.key.value`0`20)+ "ttl_sec="+ put.ttl_sec+ " lat="+ latency_ms+ " ms` reason="+ put_res);" is 172.
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Long Statement,The length of the statement "logger.info("Put successful: size=" + put.value.value.length + " key=0x"+ print_bytes(put.key.value`0`4)+ "ttl_sec="+ put.ttl_sec+ " lat="+ latency_ms+ " ms");" is 159.
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Long Statement,The length of the statement "logger.info("Get failed: key=0x" + print_bytes(gi.pi.key`0`20) + "size="+ gi.pi.size+ " ttl remaining="+ (timer_ms() - gi.pi.expiry_time_ms)+ " ms");" is 149.
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Long Statement,The length of the statement "logger.info("Get got bad data: key=0x" + print_bytes(gi.pi.key) + " value hash="+ print_bytes(pi2.key)+ " lat="+ latency_ms+ " ms");" is 132.
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Long Statement,The length of the statement "logger.info("Get successful: key=0x" + print_bytes(gi.pi.key`0`4) + "size="+ get_res.values[0].value.length+ " lat="+ latency_ms+ " ms");" is 137.
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,PutGetTest,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,PutGetTest,log_put,Magic Number,The method contains a magic number: 16
eliasbaixas_bamboo,bamboo.dht,PutGetTest,recover,Complex Method,Cyclomatic complexity of the method is 8
eliasbaixas_bamboo,bamboo.dht,PutGetTest,recover,Magic Number,The method contains a magic number: 16
eliasbaixas_bamboo,bamboo.dht,PutGetTest,init,Magic Number,The method contains a magic number: 60.0
eliasbaixas_bamboo,bamboo.dht,PutGetTest,init,Magic Number,The method contains a magic number: 1000.0
eliasbaixas_bamboo,bamboo.dht,PutGetTest,init,Magic Number,The method contains a magic number: 60.0
eliasbaixas_bamboo,bamboo.dht,PutGetTest,init,Magic Number,The method contains a magic number: 1000.0
eliasbaixas_bamboo,bamboo.dht,PutGetTest,init,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.dht,PutGetTest,init,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.dht,PutGetTest,init,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,ReturnToClient,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,returnToClient,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,returnToClient,Magic Number,The method contains a magic number: 5
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Complex Method,Cyclomatic complexity of the method is 11
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Long Statement,The length of the statement "rpc.sendRequest(neighbor.node_id`new ForwardThroughLeafSetReq(msg)`10`QSBool.class`curry(fwdThruLeafSetResp`msg`rem`neighbor`start_time`cb)`curry(fwdThruLeafSetTimeout`msg`rem`neighbor`start_time`cb));" is 201.
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 5
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.dht,ReturnToClient,run,Magic Number,The method contains a magic number: 200
eliasbaixas_bamboo,bamboo.dht,bamboo_value_hash,xdrEncode,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,bamboo_value_hash,xdrDecode,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 6
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 16
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,Remove,main,Magic Number,The method contains a magic number: 5
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 45
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Complex Method,Cyclomatic complexity of the method is 17
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Long Method,The method has 117 lines of code.
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 1500
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 0x7fffffff
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 708655600
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,Gateway,mismatch_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Gateway,mismatch_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Gateway,mismatch_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Gateway,xdrEncode,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Gateway,xdrEncode,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Magic Number,The method contains a magic number: 0x80000000
eliasbaixas_bamboo,bamboo.dht,Gateway,rpc_put_done,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,rpc_get_done_2,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,rpc_get_done_3,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,rpc_rm_done,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,conn_closed,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.dht,Gateway,conn_closed,Magic Number,The method contains a magic number: 45
eliasbaixas_bamboo,bamboo.dht,Gateway,error_close_connection,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.dht,Gateway,error_close_connection,Magic Number,The method contains a magic number: 45
eliasbaixas_bamboo,bamboo.dht,Gateway,init,Magic Number,The method contains a magic number: 16384
eliasbaixas_bamboo,bamboo.dht,Gateway,byte_array_to_big_int,Magic Number,The method contains a magic number: 0x80
eliasbaixas_bamboo,bamboo.dht,Gateway,put_args_to_put_req,Long Statement,The length of the statement "return new Dht.PutReq(byte_array_to_big_int(put_args.key.value)`ByteBuffer.wrap(put_args.value.value)`null`true`my_sink`null`ttl(put_args.ttl_sec)`client);" is 155.
eliasbaixas_bamboo,bamboo.dht,Gateway,put_args_to_put_req,Long Statement,The length of the statement "return new Dht.PutReq(byte_array_to_big_int(put_args.key.value)`ByteBuffer.wrap(put_args.value.value)`secret_hash`null`true`my_sink`null`ttl(put_args.ttl_sec)`client);" is 167.
eliasbaixas_bamboo,bamboo.dht,Gateway,rm_args_to_put_req,Long Statement,The length of the statement "return new Dht.PutReq(key`ByteBuffer.wrap(rm_args.secret)`secret_hash`rm_args.value_hash.hash`false`my_sink`null`ttl_sec`client);" is 129.
eliasbaixas_bamboo,bamboo.dht,Gateway,put,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,put,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,Gateway,put,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.dht,Gateway,put_removable,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,put_removable,Long Statement,The length of the statement "Dht.PutReq req=new Dht.PutReq(key`ByteBuffer.wrap(value)`secret_hash`null`true`my_sink`null`ttl_sec`client.getAddress());" is 121.
eliasbaixas_bamboo,bamboo.dht,Gateway,put_removable,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,Gateway,put_removable,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.dht,Gateway,put_removable,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,rm,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,rm,Long Statement,The length of the statement "Dht.PutReq req=new Dht.PutReq(key`ByteBuffer.wrap(secret)`secret_hash`value_hash`false`my_sink`null`ttl_sec`client.getAddress());" is 129.
eliasbaixas_bamboo,bamboo.dht,Gateway,rm,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,Gateway,rm,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,Gateway,rm,Magic Number,The method contains a magic number: 40
eliasbaixas_bamboo,bamboo.dht,Gateway,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,get_common,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,get_common,Magic Number,The method contains a magic number: 20
